id,entry
947,2018-06-10 23-00-59 AWAKE_ON -1 -1
948,2018-06-10 23-01-04 BALLASTS_ON 50 65
949,2018-06-10 23-01-04 LAMPA_ON 50 -1
950,2018-06-10 23-01-04 LAMPB_ON 50 -1
951,2018-06-10 23-01-04 LAMPC_ON 50 -1
952,2018-06-10 23-01-04 LAMPD_ON 50 -1
953,2018-06-10 23-01-56 AWAKE_OFF -1 -1
954,2018-06-10 23-01-56 BALLASTS_OFF -1 -1
955,2018-06-10 23-01-57 LAMPD_OFF -1 -1
956,2018-06-10 23-01-57 LAMPA_OFF -1 -1
957,2018-06-10 23-01-57 LAMPC_OFF -1 -1
958,2018-06-10 23-01-57 LAMPB_OFF -1 -1
959,2018-06-10 23-04-56 AWAKE_ON -1 -1
960,2018-06-10 23-05-01 BALLASTS_ON 51 66
961,2018-06-10 23-05-01 LAMPA_ON 51 -1
962,2018-06-10 23-05-01 LAMPB_ON 51 -1
963,2018-06-10 23-05-01 LAMPC_ON 51 -1
964,2018-06-10 23-05-01 LAMPD_ON 51 -1
965,2018-06-10 23-05-56 AWAKE_OFF -1 -1
966,2018-06-10 23-05-56 BALLASTS_OFF -1 -1
967,2018-06-10 23-05-57 LAMPD_OFF -1 -1
968,2018-06-10 23-05-57 LAMPA_OFF -1 -1
969,2018-06-10 23-05-57 LAMPC_OFF -1 -1
970,2018-06-10 23-05-57 LAMPB_OFF -1 -1
971,2018-06-10 23-25-56 AWAKE_ON -1 -1
972,2018-06-10 23-26-01 BALLASTS_ON 52 67
973,2018-06-10 23-26-01 LAMPA_ON 52 -1
974,2018-06-10 23-26-01 LAMPB_ON 52 -1
975,2018-06-10 23-26-01 LAMPC_ON 52 -1
976,2018-06-10 23-26-01 LAMPD_ON 52 -1
977,2018-06-10 23-26-56 AWAKE_OFF -1 -1
978,2018-06-10 23-26-56 BALLASTS_OFF -1 -1
979,2018-06-10 23-26-57 LAMPD_OFF -1 -1
980,2018-06-10 23-26-57 LAMPA_OFF -1 -1
981,2018-06-10 23-26-57 LAMPC_OFF -1 -1
982,2018-06-10 23-26-57 LAMPB_OFF -1 -1
983,2018-06-17 14-44-32 PRESSURE2_ERROR -1 -1
984,2018-06-20 19-52-35 PRESSURE1_ERROR -1 -1
985,2018-07-05 20-03-50 AWAKE_ON -1 -1
986,2018-07-05 20-04-33 AWAKE_OFF -1 -1
987,2018-07-05 20-09-01 AWAKE_ON -1 -1
988,2018-07-05 20-09-04 AWAKE_OFF -1 -1
989,2018-07-05 20-11-10 AWAKE_ON -1 -1
990,2018-07-05 20-11-20 AWAKE_OFF -1 -1
991,2018-07-05 20-12-08 AWAKE_ON -1 -1
992,2018-07-05 20-12-38 AWAKE_OFF -1 -1
993,2018-07-05 20-36-49 AWAKE_ON -1 -1
994,2018-07-05 20-36-51 AWAKE_OFF -1 -1
995,2018-07-05 23-10-52 AWAKE_ON -1 -1
996,2018-07-05 23-10-56 AWAKE_OFF -1 -1
997,2018-07-05 23-11-30 AWAKE_ON -1 -1
998,2018-07-05 23-11-38 AWAKE_OFF -1 -1
999,2018-07-05 23-14-48 AWAKE_ON -1 -1
1000,2018-07-05 23-16-14 AWAKE_OFF -1 -1
1001,2018-07-05 23-17-46 AWAKE_ON -1 -1
1002,2018-07-05 23-17-50 AWAKE_OFF -1 -1
1003,2018-07-06 11-26-11 MAIN_OFF -1 -1
1004,2018-07-06 11-26-13 CONNECTOR_OFF -1 -1
1005,2018-07-06 11-25-00 POWER_OFF -1 -1
1006,2018-07-06 13-01-35 POWER_ON -1 -1
1007,2018-07-06 13-01-35 PRESSURE1_ERROR -1 -1
1008,2018-07-06 13-01-35 PRESSURE2_ERROR -1 -1
1009,2018-07-06 13-01-35 MAIN_ON 106985 -1
1010,2018-07-06 13-01-35 PRESSURE1_ON -1 -1
1011,2018-07-06 13-01-35 DOOR_ON -1 -1
1012,2018-07-06 13-01-35 EXTERNAL_ON -1 -1
1013,2018-07-06 13-01-35 CONNECTOR_ON -1 -1
1014,2018-07-06 13-01-35 PRESSURE2_ON -1 -1
1015,2018-07-06 13-01-35 RESERVE_ON -1 -1
1016,2018-07-06 14-20-18 AWAKE_OFF -1 -1
1017,2018-07-06 16-26-16 AWAKE_ON -1 -1
1018,2018-07-06 16-26-35 AWAKE_OFF -1 -1
1019,2018-07-06 19-30-57 AWAKE_ON -1 -1
1020,2018-07-06 19-31-02 AWAKE_OFF -1 -1
1021,2018-07-06 19-39-38 AWAKE_ON -1 -1
1022,2018-07-06 19-39-43 AWAKE_OFF -1 -1
1023,2018-07-06 19-53-19 AWAKE_ON -1 -1
1024,2018-07-06 19-53-27 AWAKE_OFF -1 -1
1025,2018-07-06 19-57-39 AWAKE_ON -1 -1
1026,2018-07-06 19-57-46 AWAKE_OFF -1 -1
1027,2018-07-08 16-09-15 AWAKE_ON -1 -1
1028,2018-07-08 16-09-26 AWAKE_OFF -1 -1
1029,2018-07-08 16-10-23 AWAKE_ON -1 -1
1030,2018-07-08 16-10-23 AWAKE_OFF -1 -1
1031,2018-07-09 08-41-47 MAIN_OFF -1 -1
1032,2018-07-09 08-41-48 CONNECTOR_OFF -1 -1
1033,2018-07-09 08-41-00 POWER_OFF -1 -1
1034,2018-07-09 08-41-55 POWER_ON -1 -1
1035,2018-07-09 08-41-55 PRESSURE1_ERROR -1 -1
1036,2018-07-09 08-41-55 PRESSURE2_ERROR -1 -1
1037,2018-07-09 08-41-55 MAIN_ON 111030 -1
1038,2018-07-09 08-41-55 PRESSURE1_ON -1 -1
1039,2018-07-09 08-41-55 DOOR_ON -1 -1
1040,2018-07-09 08-41-55 EXTERNAL_ON -1 -1
1041,2018-07-09 08-41-55 CONNECTOR_ON -1 -1
1042,2018-07-09 08-41-55 PRESSURE2_ON -1 -1
1043,2018-07-09 08-41-55 RESERVE_ON -1 -1
1044,2018-07-09 08-42-18 AWAKE_OFF -1 -1
1045,2018-07-09 12-19-26 AWAKE_ON -1 -1
1046,2018-07-09 12-20-40 PRESSURE1_OFF -1 -1
1047,2018-07-09 12-20-43 PRESSURE1_ON -1 -1
1048,2018-07-09 12-20-43 DOOR_ON -1 -1
1049,2018-07-09 12-20-43 EXTERNAL_ON -1 -1
1050,2018-07-09 12-20-44 MAIN_OFF -1 -1
1051,2018-07-09 12-20-47 MAIN_ON 111248 -1
1052,2018-07-09 12-20-47 PRESSURE1_ON -1 -1
1053,2018-07-09 12-20-47 DOOR_ON -1 -1
1054,2018-07-09 12-20-47 EXTERNAL_ON -1 -1
1055,2018-07-09 12-21-08 MAIN_OFF -1 -1
1056,2018-07-09 12-21-10 RESERVE_OFF -1 -1
1057,2018-07-09 12-21-11 PRESSURE2_OFF -1 -1
1058,2018-07-09 12-21-12 CONNECTOR_OFF -1 -1
1059,2018-07-09 12-21-18 MAIN_ON 111248 -1
1060,2018-07-09 12-21-20 MAIN_OFF -1 -1
1061,2018-07-09 12-21-24 MAIN_ON 111248 -1
1062,2018-07-09 12-21-27 PRESSURE1_ON -1 -1
1063,2018-07-09 12-21-27 DOOR_ON -1 -1
1064,2018-07-09 12-21-27 EXTERNAL_ON -1 -1
1065,2018-07-09 12-21-29 RESERVE_ON -1 -1
1066,2018-07-09 12-21-29 PRESSURE2_ON -1 -1
1067,2018-07-09 12-21-30 CONNECTOR_ON -1 -1
1068,2018-07-09 12-21-35 BALLASTS_ON 53 68
1069,2018-07-09 12-21-35 LAMPA_ON 53 -1
1070,2018-07-09 12-21-35 LAMPB_ON 53 -1
1071,2018-07-09 12-21-35 LAMPC_ON 53 -1
1072,2018-07-09 12-21-35 LAMPD_ON 53 -1
1073,2018-07-09 12-21-58 MAIN_OFF -1 -1
1074,2018-07-09 12-21-58 BALLASTS_OFF -1 -1
1075,2018-07-09 12-21-59 LAMPD_OFF -1 -1
1076,2018-07-09 12-21-59 LAMPA_OFF -1 -1
1077,2018-07-09 12-21-59 LAMPC_OFF -1 -1
1078,2018-07-09 12-21-59 LAMPB_OFF -1 -1
1079,2018-07-09 12-22-30 AWAKE_OFF -1 -1
1080,2018-07-09 12-23-09 MAIN_ON 111249 -1
1081,2018-07-09 12-23-09 PRESSURE1_ON -1 -1
1082,2018-07-09 12-23-09 DOOR_ON -1 -1
1083,2018-07-09 12-23-09 EXTERNAL_ON -1 -1
1084,2018-07-09 12-23-13 AWAKE_ON -1 -1
1085,2018-07-09 12-23-18 BALLASTS_ON 54 69
1086,2018-07-09 12-23-18 LAMPA_ON 54 -1
1087,2018-07-09 12-23-18 LAMPB_ON 54 -1
1088,2018-07-09 12-23-18 LAMPC_ON 54 -1
1089,2018-07-09 12-23-18 LAMPD_ON 54 -1
1090,2018-07-09 12-27-32 AWAKE_OFF -1 -1
1091,2018-07-09 12-27-32 BALLASTS_OFF -1 -1
1092,2018-07-09 12-27-33 LAMPD_OFF -1 -1
1093,2018-07-09 12-27-33 LAMPA_OFF -1 -1
1094,2018-07-09 12-27-33 LAMPC_OFF -1 -1
1095,2018-07-09 12-27-33 LAMPB_OFF -1 -1
1096,2018-07-09 17-16-12 MAIN_OFF -1 -1
1097,2018-07-09 17-16-14 CONNECTOR_OFF -1 -1
1098,2018-07-09 17-15-00 POWER_OFF -1 -1
1099,2018-07-09 17-16-17 POWER_ON -1 -1
1100,2018-07-09 17-16-17 MAIN_ON 111540 -1
1101,2018-07-09 17-16-17 PRESSURE1_ON -1 -1
1102,2018-07-09 17-16-17 DOOR_ON -1 -1
1103,2018-07-09 17-16-17 EXTERNAL_ON -1 -1
1104,2018-07-09 17-16-17 CONNECTOR_ON -1 -1
1105,2018-07-09 17-16-17 PRESSURE2_ON -1 -1
1106,2018-07-09 17-16-17 RESERVE_ON -1 -1
1107,2018-07-09 17-16-21 BALLASTS_ON 58 70
1108,2018-07-09 17-16-21 LAMPA_ON 58 -1
1109,2018-07-09 17-16-21 LAMPB_ON 58 -1
1110,2018-07-09 17-16-21 LAMPC_ON 58 -1
1111,2018-07-09 17-16-21 LAMPD_ON 58 -1
1112,2018-07-09 17-26-20 AWAKE_OFF -1 -1
1113,2018-07-09 17-26-20 BALLASTS_OFF -1 -1
1114,2018-07-09 17-26-21 LAMPD_OFF -1 -1
1115,2018-07-09 17-26-21 LAMPA_OFF -1 -1
1116,2018-07-09 17-26-21 LAMPC_OFF -1 -1
1117,2018-07-09 17-26-21 LAMPB_OFF -1 -1
1118,2018-07-11 10-30-35 RESERVE_OFF -1 -1
1119,2018-07-11 10-30-37 RESERVE_ON -1 -1
1120,2018-07-11 12-32-05 RESERVE_OFF -1 -1
1121,2018-07-11 12-32-06 RESERVE_ON -1 -1
1122,2018-07-11 12-32-07 RESERVE_OFF -1 -1
1123,2018-07-11 12-32-07 RESERVE_ON -1 -1
1124,2018-07-23 13-31-42 PRESSURE2_ERROR -1 -1
1125,2018-07-23 13-32-42 PRESSURE1_ERROR -1 -1
1126,2018-07-31 10-26-07 MAIN_OFF -1 -1
1127,2018-07-31 10-26-09 CONNECTOR_OFF -1 -1
1128,2018-07-31 10-25-00 POWER_OFF -1 -1
1129,2020-04-17 21-17-39 POWER_ON -1 -1
1130,2020-04-17 21-17-39 PRESSURE1_ERROR -1 -1
1131,2020-04-17 21-17-39 PRESSURE2_ERROR -1 -1
1132,2020-04-17 21-29-58 AWAKE_OFF -1 -1
1133,2000-01-01 00-00-00 POWER_OFF -1 -1
1134,2000-00-00 00-00-00 POWER_ON -1 -1
1135,2000-00-00 00-00-00 AWAKE_OFF -1 -1
1136,2020-04-25 22-04-00 POWER_OFF -1 -1
1137,2020-04-25 22-05-30 POWER_ON -1 -1
1138,2000-01-01 00-00-00 AWAKE_OFF -1 -1
1139,2020-04-29 14-46-00 POWER_OFF -1 -1
1140,2020-04-29 15-01-59 POWER_ON -1 -1
1141,2000-01-01 00-00-00 POWER_OFF -1 -1
1142,2000-00-00 00-00-00 POWER_ON -1 -1
1143,2000-01-01 00-00-00 AWAKE_OFF -1 -1
1144,2000-01-01 00-00-00 POWER_OFF -1 -1
1145,2000-00-00 00-00-00 POWER_ON -1 -1
1146,2000-00-00 00-00-00 POWER_OFF -1 -1
1147,2000-00-00 00-00-00 POWER_ON -1 -1
1148,2000-00-00 00-00-00 POWER_OFF -1 -1
1149,2000-00-00 00-00-00 POWER_ON -1 -1
1150,2000-00-00 00-00-00 POWER_OFF -1 -1
1151,2000-00-00 00-00-00 BROWNOUT_RESET -1 -1
1152,2000-00-00 00-00-00 POWER_ON -1 -1
1153,2000-00-00 00-00-00 POWER_OFF -1 -1
1154,2000-00-00 00-00-00 POWER_ON -1 -1
1155,2000-00-00 00-00-00 POWER_OFF -1 -1
1156,2000-00-00 00-00-00 POWER_ON -1 -1
1157,2000-00-00 00-00-00 POWER_OFF -1 -1
1158,2000-00-00 00-00-00 POWER_ON -1 -1
1159,2000-00-00 00-00-00 POWER_OFF -1 -1
1160,2000-00-00 00-00-00 POWER_ON -1 -1
1161,2000-00-00 00-00-00 POWER_OFF -1 -1
1162,2000-00-00 00-00-00 POWER_ON -1 -1
1163,2000-00-00 00-00-00 POWER_OFF -1 -1
1164,2000-00-00 00-00-00 POWER_ON -1 -1
