id,entry
474,2018-06-01 10-30-56 MAIN_ON 59840 -1
475,2018-06-01 10-30-56 PRESSURE1_ON -1 -1
476,2018-06-01 10-30-56 DOOR_ON -1 -1
477,2018-06-01 10-30-56 EXTERNAL_ON -1 -1
478,2018-06-01 10-31-02 AWAKE_ON -1 -1
479,2018-06-01 10-31-07 BALLASTS_ON 18 29
480,2018-06-01 10-31-07 LAMPA_ON 18 -1
481,2018-06-01 10-31-07 LAMPB_ON 18 -1
482,2018-06-01 10-31-07 LAMPC_ON 18 -1
483,2018-06-01 10-31-07 LAMPD_ON 18 -1
484,2018-06-01 10-43-39 AWAKE_OFF -1 -1
485,2018-06-01 10-43-39 BALLASTS_OFF -1 -1
486,2018-06-01 10-43-40 LAMPD_OFF -1 -1
487,2018-06-01 10-43-40 LAMPA_OFF -1 -1
488,2018-06-01 10-43-40 LAMPC_OFF -1 -1
489,2018-06-01 10-43-40 LAMPB_OFF -1 -1
490,2018-06-01 12-23-12 AWAKE_ON -1 -1
491,2018-06-01 12-23-17 BALLASTS_ON 31 30
492,2018-06-01 12-23-17 LAMPA_ON 31 -1
493,2018-06-01 12-23-17 LAMPB_ON 31 -1
494,2018-06-01 12-23-17 LAMPC_ON 31 -1
495,2018-06-01 12-23-17 LAMPD_ON 31 -1
496,2018-06-01 12-23-25 BALLASTS_OFF -1 -1
497,2018-06-01 12-23-25 LAMPD_OFF -1 -1
498,2018-06-01 12-23-26 LAMPA_OFF -1 -1
499,2018-06-01 12-23-26 LAMPC_OFF -1 -1
500,2018-06-01 12-23-26 LAMPB_OFF -1 -1
501,2018-06-01 12-23-30 BALLASTS_ON 31 31
502,2018-06-01 12-23-30 LAMPA_ON 31 -1
503,2018-06-01 12-23-30 LAMPB_ON 31 -1
504,2018-06-01 12-23-30 LAMPC_ON 31 -1
505,2018-06-01 12-23-30 LAMPD_ON 31 -1
506,2018-06-01 12-24-22 BALLASTS_OFF -1 -1
507,2018-06-01 12-24-23 LAMPD_OFF -1 -1
508,2018-06-01 12-24-23 LAMPA_OFF -1 -1
509,2018-06-01 12-24-23 LAMPC_OFF -1 -1
510,2018-06-01 12-24-23 LAMPB_OFF -1 -1
511,2018-06-01 12-24-27 BALLASTS_ON 32 32
512,2018-06-01 12-24-27 BALLASTS_OFF -1 -1
513,2018-06-01 12-24-27 LAMPA_ON 32 -1
514,2018-06-01 12-24-27 LAMPB_ON 32 -1
515,2018-06-01 12-24-27 LAMPC_ON 32 -1
516,2018-06-01 12-24-27 LAMPD_ON 32 -1
517,2018-06-01 12-24-28 LAMPD_OFF -1 -1
518,2018-06-01 12-24-28 LAMPA_OFF -1 -1
519,2018-06-01 12-24-28 LAMPC_OFF -1 -1
520,2018-06-01 12-24-28 LAMPB_OFF -1 -1
521,2018-06-01 12-24-32 BALLASTS_ON 32 33
522,2018-06-01 12-24-32 FAN_ERROR -1 -1
523,2018-06-01 12-24-32 BALLASTS_OFF -1 -1
524,2018-06-01 12-24-32 LAMPA_ON 32 -1
525,2018-06-01 12-24-32 LAMPB_ON 32 -1
526,2018-06-01 12-24-32 LAMPC_ON 32 -1
527,2018-06-01 12-24-32 LAMPD_ON 32 -1
528,2018-06-01 12-24-33 LAMPD_OFF -1 -1
529,2018-06-01 12-24-33 LAMPA_OFF -1 -1
530,2018-06-01 12-24-33 LAMPC_OFF -1 -1
531,2018-06-01 12-24-33 LAMPB_OFF -1 -1
532,2018-06-01 12-29-13 AWAKE_OFF -1 -1
533,2018-06-01 12-29-19 AWAKE_ON -1 -1
534,2018-06-01 12-29-23 AWAKE_OFF -1 -1
535,2018-06-01 12-29-57 AWAKE_ON -1 -1
536,2018-06-01 12-29-58 AWAKE_OFF -1 -1
537,2018-06-01 12-29-59 MAIN_OFF -1 -1
538,2018-06-01 12-30-00 MAIN_ON 59959 -1
539,2018-06-01 12-30-00 PRESSURE1_ON -1 -1
540,2018-06-01 12-30-00 DOOR_ON -1 -1
541,2018-06-01 12-30-00 EXTERNAL_ON -1 -1
542,2018-06-01 12-30-04 AWAKE_ON -1 -1
543,2018-06-01 12-30-09 BALLASTS_ON 32 34
544,2018-06-01 12-30-09 LAMPA_ON 32 -1
545,2018-06-01 12-30-09 LAMPB_ON 32 -1
546,2018-06-01 12-30-09 LAMPC_ON 32 -1
547,2018-06-01 12-30-09 LAMPD_ON 32 -1
548,2018-06-01 12-30-19 BALLASTS_OFF -1 -1
549,2018-06-01 12-30-20 LAMPD_OFF -1 -1
550,2018-06-01 12-30-20 LAMPA_OFF -1 -1
551,2018-06-01 12-30-20 LAMPC_OFF -1 -1
552,2018-06-01 12-30-20 LAMPB_OFF -1 -1
553,2018-06-01 12-30-24 BALLASTS_ON 32 35
554,2018-06-01 12-30-24 BALLASTS_OFF -1 -1
555,2018-06-01 12-30-24 LAMPA_ON 32 -1
556,2018-06-01 12-30-24 LAMPB_ON 32 -1
557,2018-06-01 12-30-24 LAMPC_ON 32 -1
558,2018-06-01 12-30-24 LAMPD_ON 32 -1
559,2018-06-01 12-30-25 LAMPD_OFF -1 -1
560,2018-06-01 12-30-25 LAMPA_OFF -1 -1
561,2018-06-01 12-30-25 LAMPC_OFF -1 -1
562,2018-06-01 12-30-25 LAMPB_OFF -1 -1
563,2018-06-01 12-30-30 BALLASTS_ON 32 36
564,2018-06-01 12-30-30 FAN_ERROR -1 -1
565,2018-06-01 12-30-30 BALLASTS_OFF -1 -1
566,2018-06-01 12-30-30 LAMPA_ON 32 -1
567,2018-06-01 12-30-30 LAMPB_ON 32 -1
568,2018-06-01 12-30-30 LAMPC_ON 32 -1
569,2018-06-01 12-30-30 LAMPD_ON 32 -1
570,2018-06-01 12-30-30 LAMPD_OFF -1 -1
571,2018-06-01 12-30-30 LAMPA_OFF -1 -1
572,2018-06-01 12-30-31 LAMPC_OFF -1 -1
573,2018-06-01 12-30-31 LAMPB_OFF -1 -1
574,2018-06-01 12-55-25 AWAKE_OFF -1 -1
575,2018-06-01 12-55-31 MAIN_OFF -1 -1
576,2018-06-01 12-55-32 MAIN_ON 59984 -1
577,2018-06-01 12-55-32 PRESSURE1_ON -1 -1
578,2018-06-01 12-55-32 DOOR_ON -1 -1
579,2018-06-01 12-55-32 EXTERNAL_ON -1 -1
580,2018-06-01 14-47-48 AWAKE_ON -1 -1
581,2018-06-01 14-47-53 BALLASTS_ON 32 37
582,2018-06-01 14-47-53 LAMPA_ON 32 -1
583,2018-06-01 14-47-53 LAMPB_ON 32 -1
584,2018-06-01 14-47-53 LAMPC_ON 32 -1
585,2018-06-01 14-47-53 LAMPD_ON 32 -1
586,2018-06-01 14-48-06 BALLASTS_OFF -1 -1
587,2018-06-01 14-48-06 LAMPD_OFF -1 -1
588,2018-06-01 14-48-06 LAMPA_OFF -1 -1
589,2018-06-01 14-48-06 LAMPC_OFF -1 -1
590,2018-06-01 14-48-07 LAMPB_OFF -1 -1
591,2018-06-01 14-48-11 BALLASTS_ON 33 38
592,2018-06-01 14-48-11 BALLASTS_OFF -1 -1
593,2018-06-01 14-48-11 LAMPA_ON 33 -1
594,2018-06-01 14-48-11 LAMPB_ON 33 -1
595,2018-06-01 14-48-11 LAMPC_ON 33 -1
596,2018-06-01 14-48-11 LAMPD_ON 33 -1
597,2018-06-01 14-48-11 LAMPD_OFF -1 -1
598,2018-06-01 14-48-12 LAMPA_OFF -1 -1
599,2018-06-01 14-48-12 LAMPC_OFF -1 -1
600,2018-06-01 14-48-12 LAMPB_OFF -1 -1
601,2018-06-01 14-48-16 BALLASTS_ON 33 39
602,2018-06-01 14-48-16 FAN_ERROR -1 -1
603,2018-06-01 14-48-16 BALLASTS_OFF -1 -1
604,2018-06-01 14-48-16 LAMPA_ON 33 -1
605,2018-06-01 14-48-16 LAMPB_ON 33 -1
606,2018-06-01 14-48-16 LAMPC_ON 33 -1
607,2018-06-01 14-48-16 LAMPD_ON 33 -1
608,2018-06-01 14-48-16 LAMPD_OFF -1 -1
609,2018-06-01 14-48-17 LAMPA_OFF -1 -1
610,2018-06-01 14-48-17 LAMPC_OFF -1 -1
611,2018-06-01 14-48-17 LAMPB_OFF -1 -1
612,2018-06-01 14-54-35 AWAKE_OFF -1 -1
613,2018-06-01 14-54-54 MAIN_OFF -1 -1
614,2018-06-01 14-54-55 MAIN_ON 60103 -1
615,2018-06-01 14-54-55 PRESSURE1_ON -1 -1
616,2018-06-01 14-54-55 DOOR_ON -1 -1
617,2018-06-01 14-54-55 EXTERNAL_ON -1 -1
618,2018-06-01 14-55-06 MAIN_OFF -1 -1
619,2018-06-01 14-55-07 MAIN_ON 60103 -1
620,2018-06-01 14-55-07 PRESSURE1_ON -1 -1
621,2018-06-01 14-55-07 DOOR_ON -1 -1
622,2018-06-01 14-55-07 EXTERNAL_ON -1 -1
623,2018-06-01 14-55-10 AWAKE_ON -1 -1
624,2018-06-01 14-55-16 BALLASTS_ON 33 40
625,2018-06-01 14-55-16 LAMPA_ON 33 -1
626,2018-06-01 14-55-16 LAMPB_ON 33 -1
627,2018-06-01 14-55-16 LAMPC_ON 33 -1
628,2018-06-01 14-55-16 LAMPD_ON 33 -1
629,2018-06-01 14-55-39 BALLASTS_OFF -1 -1
630,2018-06-01 14-55-40 LAMPD_OFF -1 -1
631,2018-06-01 14-55-40 LAMPA_OFF -1 -1
632,2018-06-01 14-55-40 LAMPC_OFF -1 -1
633,2018-06-01 14-55-40 LAMPB_OFF -1 -1
634,2018-06-01 14-55-44 BALLASTS_ON 33 41
635,2018-06-01 14-55-44 BALLASTS_OFF -1 -1
636,2018-06-01 14-55-44 LAMPA_ON 33 -1
637,2018-06-01 14-55-44 LAMPB_ON 33 -1
638,2018-06-01 14-55-44 LAMPC_ON 33 -1
639,2018-06-01 14-55-44 LAMPD_ON 33 -1
640,2018-06-01 14-55-45 LAMPD_OFF -1 -1
641,2018-06-01 14-55-45 LAMPA_OFF -1 -1
642,2018-06-01 14-55-45 LAMPC_OFF -1 -1
643,2018-06-01 14-55-45 LAMPB_OFF -1 -1
644,2018-06-01 14-55-49 BALLASTS_ON 33 42
645,2018-06-01 14-55-49 FAN_ERROR -1 -1
646,2018-06-01 14-55-49 BALLASTS_OFF -1 -1
647,2018-06-01 14-55-49 LAMPA_ON 33 -1
648,2018-06-01 14-55-49 LAMPB_ON 33 -1
649,2018-06-01 14-55-49 LAMPC_ON 33 -1
650,2018-06-01 14-55-49 LAMPD_ON 33 -1
651,2018-06-01 14-55-50 LAMPD_OFF -1 -1
652,2018-06-01 14-55-50 LAMPA_OFF -1 -1
653,2018-06-01 14-55-50 LAMPC_OFF -1 -1
654,2018-06-01 14-55-50 LAMPB_OFF -1 -1
655,2018-06-01 14-58-12 AWAKE_OFF -1 -1
656,2018-06-01 14-58-13 MAIN_OFF -1 -1
657,2018-06-01 14-58-15 MAIN_ON 60106 -1
658,2018-06-01 14-58-15 PRESSURE1_ON -1 -1
659,2018-06-01 14-58-15 DOOR_ON -1 -1
660,2018-06-01 14-58-15 EXTERNAL_ON -1 -1
661,2018-06-01 14-58-18 AWAKE_ON -1 -1
662,2018-06-01 14-58-23 BALLASTS_ON 33 43
663,2018-06-01 14-58-23 LAMPA_ON 33 -1
664,2018-06-01 14-58-23 LAMPB_ON 33 -1
665,2018-06-01 14-58-23 LAMPC_ON 33 -1
666,2018-06-01 14-58-23 LAMPD_ON 33 -1
667,2018-06-01 14-59-20 AWAKE_OFF -1 -1
668,2018-06-01 14-59-20 BALLASTS_OFF -1 -1
669,2018-06-01 14-59-21 LAMPD_OFF -1 -1
670,2018-06-01 14-59-21 LAMPA_OFF -1 -1
671,2018-06-01 14-59-21 LAMPC_OFF -1 -1
672,2018-06-01 14-59-21 LAMPB_OFF -1 -1
673,2018-06-01 14-59-33 AWAKE_ON -1 -1
674,2018-06-01 14-59-38 BALLASTS_ON 34 44
675,2018-06-01 14-59-38 LAMPA_ON 34 -1
676,2018-06-01 14-59-38 LAMPB_ON 34 -1
677,2018-06-01 14-59-38 LAMPC_ON 34 -1
678,2018-06-01 14-59-38 LAMPD_ON 34 -1
679,2018-06-01 14-59-53 BALLASTS_OFF -1 -1
680,2018-06-01 14-59-54 LAMPD_OFF -1 -1
681,2018-06-01 14-59-54 LAMPA_OFF -1 -1
682,2018-06-01 14-59-54 LAMPC_OFF -1 -1
683,2018-06-01 14-59-54 LAMPB_OFF -1 -1
684,2018-06-01 14-59-58 BALLASTS_ON 34 45
685,2018-06-01 14-59-58 BALLASTS_OFF -1 -1
686,2018-06-01 14-59-58 LAMPA_ON 34 -1
687,2018-06-01 14-59-58 LAMPB_ON 34 -1
688,2018-06-01 14-59-58 LAMPC_ON 34 -1
689,2018-06-01 14-59-58 LAMPD_ON 34 -1
690,2018-06-01 14-59-59 LAMPD_OFF -1 -1
691,2018-06-01 14-59-59 LAMPA_OFF -1 -1
692,2018-06-01 14-59-59 LAMPB_OFF -1 -1
693,2018-06-01 14-59-59 LAMPC_OFF -1 -1
694,2018-06-01 15-00-03 BALLASTS_ON 34 46
695,2018-06-01 15-00-03 FAN_ERROR -1 -1
696,2018-06-01 15-00-03 BALLASTS_OFF -1 -1
697,2018-06-01 15-00-03 LAMPA_ON 34 -1
698,2018-06-01 15-00-03 LAMPB_ON 34 -1
699,2018-06-01 15-00-03 LAMPC_ON 34 -1
700,2018-06-01 15-00-03 LAMPD_ON 34 -1
701,2018-06-01 15-00-04 LAMPD_OFF -1 -1
702,2018-06-01 15-00-04 LAMPA_OFF -1 -1
703,2018-06-01 15-00-04 LAMPC_OFF -1 -1
704,2018-06-01 15-00-04 LAMPB_OFF -1 -1
705,2018-06-01 15-03-13 AWAKE_OFF -1 -1
706,2018-06-04 11-16-06 MAIN_OFF -1 -1
707,2018-06-04 11-16-07 MAIN_ON 64190 -1
708,2018-06-04 11-16-07 PRESSURE1_ON -1 -1
709,2018-06-04 11-16-07 DOOR_ON -1 -1
710,2018-06-04 11-16-07 EXTERNAL_ON -1 -1
711,2018-06-04 14-15-26 MAIN_OFF -1 -1
712,2018-06-04 14-15-28 CONNECTOR_OFF -1 -1
713,2018-06-04 14-15-00 POWER_OFF -1 -1
714,2018-06-04 14-15-30 POWER_ON -1 -1
715,2018-06-04 14-15-30 MAIN_ON 64368 -1
716,2018-06-04 14-15-30 PRESSURE1_ON -1 -1
717,2018-06-04 14-15-30 DOOR_ON -1 -1
718,2018-06-04 14-15-30 EXTERNAL_ON -1 -1
719,2018-06-04 14-15-30 CONNECTOR_ON -1 -1
720,2018-06-04 14-15-30 PRESSURE2_ON -1 -1
721,2018-06-04 14-15-30 RESERVE_ON -1 -1
722,2018-06-04 14-15-35 BALLASTS_ON 34 47
723,2018-06-04 14-15-35 LAMPA_ON 34 -1
724,2018-06-04 14-15-35 LAMPB_ON 34 -1
725,2018-06-04 14-15-35 LAMPC_ON 34 -1
726,2018-06-04 14-15-35 LAMPD_ON 34 -1
727,2018-06-04 14-15-42 MAIN_OFF -1 -1
728,2018-06-04 14-15-42 BALLASTS_OFF -1 -1
729,2018-06-04 14-15-43 LAMPD_OFF -1 -1
730,2018-06-04 14-15-43 LAMPA_OFF -1 -1
731,2018-06-04 14-15-43 LAMPC_OFF -1 -1
732,2018-06-04 14-15-43 LAMPB_OFF -1 -1
733,2018-06-04 14-15-44 MAIN_ON 64368 -1
734,2018-06-04 14-15-44 PRESSURE1_ON -1 -1
735,2018-06-04 14-15-44 DOOR_ON -1 -1
736,2018-06-04 14-15-44 EXTERNAL_ON -1 -1
737,2018-06-04 14-15-49 BALLASTS_ON 34 48
738,2018-06-04 14-15-49 LAMPA_ON 34 -1
739,2018-06-04 14-15-49 LAMPB_ON 34 -1
740,2018-06-04 14-15-49 LAMPC_ON 34 -1
741,2018-06-04 14-15-49 LAMPD_ON 34 -1
742,2018-06-04 14-15-49 MAIN_OFF -1 -1
743,2018-06-04 14-15-49 BALLASTS_OFF -1 -1
744,2018-06-04 14-15-50 LAMPD_OFF -1 -1
745,2018-06-04 14-15-50 LAMPA_OFF -1 -1
746,2018-06-04 14-15-50 LAMPC_OFF -1 -1
747,2018-06-04 14-15-50 LAMPB_OFF -1 -1
748,2018-06-04 14-17-33 AWAKE_OFF -1 -1
749,2018-06-06 18-44-03 MAIN_ON 64368 -1
750,2018-06-06 18-44-03 PRESSURE1_ON -1 -1
751,2018-06-06 18-44-03 DOOR_ON -1 -1
752,2018-06-06 18-44-03 EXTERNAL_ON -1 -1
753,2018-06-08 16-07-35 AWAKE_ON -1 -1
754,2018-06-08 16-07-40 BALLASTS_ON 34 49
755,2018-06-08 16-07-41 LAMPA_ON 34 -1
756,2018-06-08 16-07-41 LAMPB_ON 34 -1
757,2018-06-08 16-07-41 LAMPC_ON 34 -1
758,2018-06-08 16-07-41 LAMPD_ON 34 -1
759,2018-06-08 16-07-53 AWAKE_OFF -1 -1
760,2018-06-08 16-07-53 BALLASTS_OFF -1 -1
761,2018-06-08 16-07-54 LAMPD_OFF -1 -1
762,2018-06-08 16-07-54 LAMPA_OFF -1 -1
763,2018-06-08 16-07-54 LAMPC_OFF -1 -1
764,2018-06-08 16-07-54 LAMPB_OFF -1 -1
765,2018-06-08 16-10-51 AWAKE_ON -1 -1
766,2018-06-08 16-10-56 BALLASTS_ON 34 50
767,2018-06-08 16-10-56 LAMPA_ON 34 -1
768,2018-06-08 16-10-56 LAMPB_ON 34 -1
769,2018-06-08 16-10-56 LAMPC_ON 34 -1
770,2018-06-08 16-10-56 LAMPD_ON 34 -1
771,2018-06-08 16-12-51 AWAKE_OFF -1 -1
772,2018-06-08 16-12-51 BALLASTS_OFF -1 -1
773,2018-06-08 16-12-52 LAMPD_OFF -1 -1
774,2018-06-08 16-12-52 LAMPA_OFF -1 -1
775,2018-06-08 16-12-52 LAMPC_OFF -1 -1
776,2018-06-08 16-12-52 LAMPB_OFF -1 -1
777,2018-06-08 16-23-25 AWAKE_ON -1 -1
778,2018-06-08 16-23-30 BALLASTS_ON 36 51
779,2018-06-08 16-23-30 LAMPA_ON 36 -1
780,2018-06-08 16-23-30 LAMPB_ON 36 -1
781,2018-06-08 16-23-30 LAMPC_ON 36 -1
782,2018-06-08 16-23-30 LAMPD_ON 36 -1
783,2018-06-08 16-23-36 AWAKE_OFF -1 -1
784,2018-06-08 16-23-36 BALLASTS_OFF -1 -1
785,2018-06-08 16-23-36 LAMPD_OFF -1 -1
786,2018-06-08 16-23-37 LAMPA_OFF -1 -1
787,2018-06-08 16-23-37 LAMPC_OFF -1 -1
788,2018-06-08 16-23-37 LAMPB_OFF -1 -1
789,2018-06-08 16-25-19 AWAKE_ON -1 -1
790,2018-06-08 16-25-24 BALLASTS_ON 36 52
791,2018-06-08 16-25-24 LAMPA_ON 36 -1
792,2018-06-08 16-25-24 LAMPB_ON 36 -1
793,2018-06-08 16-25-24 LAMPC_ON 36 -1
794,2018-06-08 16-25-24 LAMPD_ON 36 -1
795,2018-06-08 16-25-38 AWAKE_OFF -1 -1
796,2018-06-08 16-25-38 BALLASTS_OFF -1 -1
797,2018-06-08 16-25-38 LAMPD_OFF -1 -1
798,2018-06-08 16-25-38 LAMPA_OFF -1 -1
799,2018-06-08 16-25-38 LAMPC_OFF -1 -1
800,2018-06-08 16-25-39 LAMPB_OFF -1 -1
801,2018-06-08 16-25-46 AWAKE_ON -1 -1
802,2018-06-08 16-25-52 BALLASTS_ON 36 53
803,2018-06-08 16-25-52 LAMPA_ON 36 -1
804,2018-06-08 16-25-52 LAMPB_ON 36 -1
805,2018-06-08 16-25-52 LAMPC_ON 36 -1
806,2018-06-08 16-25-52 LAMPD_ON 36 -1
807,2018-06-08 16-25-55 AWAKE_OFF -1 -1
808,2018-06-08 16-25-55 BALLASTS_OFF -1 -1
809,2018-06-08 16-25-55 LAMPD_OFF -1 -1
810,2018-06-08 16-25-55 LAMPA_OFF -1 -1
811,2018-06-08 16-25-55 LAMPC_OFF -1 -1
812,2018-06-08 16-25-56 LAMPB_OFF -1 -1
813,2018-06-08 18-45-09 AWAKE_ON -1 -1
814,2018-06-08 18-45-14 BALLASTS_ON 36 54
815,2018-06-08 18-45-14 LAMPA_ON 36 -1
816,2018-06-08 18-45-14 LAMPB_ON 36 -1
817,2018-06-08 18-45-14 LAMPC_ON 36 -1
818,2018-06-08 18-45-14 LAMPD_ON 36 -1
819,2018-06-08 18-45-19 AWAKE_OFF -1 -1
820,2018-06-08 18-45-19 BALLASTS_OFF -1 -1
821,2018-06-08 18-45-20 LAMPD_OFF -1 -1
822,2018-06-08 18-45-20 LAMPA_OFF -1 -1
823,2018-06-08 18-45-20 LAMPC_OFF -1 -1
824,2018-06-08 18-45-20 LAMPB_OFF -1 -1
825,2018-06-09 20-15-54 AWAKE_ON -1 -1
826,2018-06-09 20-15-59 BALLASTS_ON 36 55
827,2018-06-09 20-15-59 LAMPA_ON 36 -1
828,2018-06-09 20-15-59 LAMPB_ON 36 -1
829,2018-06-09 20-15-59 LAMPC_ON 36 -1
830,2018-06-09 20-15-59 LAMPD_ON 36 -1
831,2018-06-09 20-18-54 AWAKE_OFF -1 -1
832,2018-06-09 20-18-54 BALLASTS_OFF -1 -1
833,2018-06-09 20-18-55 LAMPD_OFF -1 -1
834,2018-06-09 20-18-55 LAMPA_OFF -1 -1
835,2018-06-09 20-18-55 LAMPC_OFF -1 -1
836,2018-06-09 20-18-55 LAMPB_OFF -1 -1
837,2018-06-09 21-10-54 AWAKE_ON -1 -1
838,2018-06-09 21-10-59 BALLASTS_ON 38 56
839,2018-06-09 21-10-59 LAMPA_ON 38 -1
840,2018-06-09 21-10-59 LAMPB_ON 38 -1
841,2018-06-09 21-10-59 LAMPC_ON 38 -1
842,2018-06-09 21-10-59 LAMPD_ON 38 -1
843,2018-06-09 21-12-54 AWAKE_OFF -1 -1
844,2018-06-09 21-12-54 BALLASTS_OFF -1 -1
845,2018-06-09 21-12-54 LAMPD_OFF -1 -1
846,2018-06-09 21-12-54 LAMPA_OFF -1 -1
847,2018-06-09 21-12-54 LAMPC_OFF -1 -1
848,2018-06-09 21-12-54 LAMPB_OFF -1 -1
849,2018-06-10 10-03-03 AWAKE_ON -1 -1
850,2018-06-10 10-03-08 BALLASTS_ON 40 57
851,2018-06-10 10-03-08 LAMPA_ON 40 -1
852,2018-06-10 10-03-08 LAMPB_ON 40 -1
853,2018-06-10 10-03-08 LAMPC_ON 40 -1
854,2018-06-10 10-03-08 LAMPD_ON 40 -1
855,2018-06-10 10-04-45 AWAKE_OFF -1 -1
856,2018-06-10 10-04-45 BALLASTS_OFF -1 -1
857,2018-06-10 10-04-46 LAMPD_OFF -1 -1
858,2018-06-10 10-04-46 LAMPA_OFF -1 -1
859,2018-06-10 10-04-46 LAMPC_OFF -1 -1
860,2018-06-10 10-04-46 LAMPB_OFF -1 -1
861,2018-06-10 10-04-50 AWAKE_ON -1 -1
862,2018-06-10 10-04-55 BALLASTS_ON 41 58
863,2018-06-10 10-04-55 LAMPA_ON 41 -1
864,2018-06-10 10-04-55 LAMPB_ON 41 -1
865,2018-06-10 10-04-55 LAMPC_ON 41 -1
866,2018-06-10 10-04-55 LAMPD_ON 41 -1
867,2018-06-10 10-07-32 AWAKE_OFF -1 -1
868,2018-06-10 10-07-32 BALLASTS_OFF -1 -1
869,2018-06-10 10-07-32 LAMPD_OFF -1 -1
870,2018-06-10 10-07-33 LAMPA_OFF -1 -1
871,2018-06-10 10-07-33 LAMPC_OFF -1 -1
872,2018-06-10 10-07-33 LAMPB_OFF -1 -1
873,2018-06-10 10-07-47 AWAKE_ON -1 -1
874,2018-06-10 10-07-53 BALLASTS_ON 43 59
875,2018-06-10 10-07-53 LAMPA_ON 43 -1
876,2018-06-10 10-07-53 LAMPB_ON 43 -1
877,2018-06-10 10-07-53 LAMPC_ON 43 -1
878,2018-06-10 10-07-53 LAMPD_ON 43 -1
879,2018-06-10 10-07-58 AWAKE_OFF -1 -1
880,2018-06-10 10-07-58 BALLASTS_OFF -1 -1
881,2018-06-10 10-07-59 LAMPD_OFF -1 -1
882,2018-06-10 10-07-59 LAMPA_OFF -1 -1
883,2018-06-10 10-07-59 LAMPC_OFF -1 -1
884,2018-06-10 10-07-59 LAMPB_OFF -1 -1
885,2018-06-10 21-39-51 AWAKE_ON -1 -1
886,2018-06-10 21-39-57 BALLASTS_ON 43 60
887,2018-06-10 21-39-57 LAMPA_ON 43 -1
888,2018-06-10 21-39-57 LAMPB_ON 43 -1
889,2018-06-10 21-39-57 LAMPC_ON 43 -1
890,2018-06-10 21-39-57 LAMPD_ON 43 -1
891,2018-06-10 21-40-10 AWAKE_OFF -1 -1
892,2018-06-10 21-40-10 BALLASTS_OFF -1 -1
893,2018-06-10 21-40-11 LAMPD_OFF -1 -1
894,2018-06-10 21-40-11 LAMPA_OFF -1 -1
895,2018-06-10 21-40-11 LAMPC_OFF -1 -1
896,2018-06-10 21-40-11 LAMPB_OFF -1 -1
897,2018-06-10 22-07-05 AWAKE_ON -1 -1
898,2018-06-10 22-07-10 AWAKE_OFF -1 -1
899,2018-06-10 22-28-57 AWAKE_ON -1 -1
900,2018-06-10 22-29-02 BALLASTS_ON 44 61
901,2018-06-10 22-29-02 LAMPA_ON 44 -1
902,2018-06-10 22-29-02 LAMPB_ON 44 -1
903,2018-06-10 22-29-02 LAMPC_ON 44 -1
904,2018-06-10 22-29-02 LAMPD_ON 44 -1
905,2018-06-10 22-31-57 AWAKE_OFF -1 -1
906,2018-06-10 22-31-57 BALLASTS_OFF -1 -1
907,2018-06-10 22-31-58 LAMPD_OFF -1 -1
908,2018-06-10 22-31-58 LAMPA_OFF -1 -1
909,2018-06-10 22-31-58 LAMPC_OFF -1 -1
910,2018-06-10 22-31-58 LAMPB_OFF -1 -1
911,2018-06-10 22-32-56 AWAKE_ON -1 -1
912,2018-06-10 22-33-01 BALLASTS_ON 47 62
913,2018-06-10 22-33-01 LAMPA_ON 47 -1
914,2018-06-10 22-33-01 LAMPB_ON 47 -1
915,2018-06-10 22-33-01 LAMPC_ON 47 -1
916,2018-06-10 22-33-01 LAMPD_ON 47 -1
917,2018-06-10 22-33-56 AWAKE_OFF -1 -1
918,2018-06-10 22-33-56 BALLASTS_OFF -1 -1
919,2018-06-10 22-33-56 LAMPD_OFF -1 -1
920,2018-06-10 22-33-57 LAMPA_OFF -1 -1
921,2018-06-10 22-33-57 LAMPC_OFF -1 -1
922,2018-06-10 22-33-57 LAMPB_OFF -1 -1
923,2018-06-10 22-36-56 AWAKE_ON -1 -1
924,2018-06-10 22-37-01 BALLASTS_ON 48 63
925,2018-06-10 22-37-01 LAMPA_ON 48 -1
926,2018-06-10 22-37-01 LAMPB_ON 48 -1
927,2018-06-10 22-37-01 LAMPC_ON 48 -1
928,2018-06-10 22-37-01 LAMPD_ON 48 -1
929,2018-06-10 22-37-56 AWAKE_OFF -1 -1
930,2018-06-10 22-37-56 BALLASTS_OFF -1 -1
931,2018-06-10 22-37-56 LAMPD_OFF -1 -1
932,2018-06-10 22-37-57 LAMPA_OFF -1 -1
933,2018-06-10 22-37-57 LAMPC_OFF -1 -1
934,2018-06-10 22-37-57 LAMPB_OFF -1 -1
935,2018-06-10 22-58-38 AWAKE_ON -1 -1
936,2018-06-10 22-58-43 BALLASTS_ON 49 64
937,2018-06-10 22-58-43 LAMPA_ON 49 -1
938,2018-06-10 22-58-43 LAMPB_ON 49 -1
939,2018-06-10 22-58-43 LAMPC_ON 49 -1
940,2018-06-10 22-58-43 LAMPD_ON 49 -1
941,2018-06-10 22-59-56 AWAKE_OFF -1 -1
942,2018-06-10 22-59-56 BALLASTS_OFF -1 -1
943,2018-06-10 22-59-56 LAMPD_OFF -1 -1
944,2018-06-10 22-59-57 LAMPA_OFF -1 -1
945,2018-06-10 22-59-57 LAMPC_OFF -1 -1
946,2018-06-10 22-59-57 LAMPB_OFF -1 -1
